,Descriptor,Location Type,Cluster Labels,Segment
22658,House,Residential Building/House,0,1
22659,House,Residential Building/House,0,1
22660,Traffic,Street/Sidewalk,1,2
22661,Safety,Residential Building/House,0,1
22662,House,Residential Building/House,0,1
22663,Traffic,Street/Sidewalk,1,2
22665,Traffic,Street/Sidewalk,1,2
22666,Traffic,Street/Sidewalk,1,2
22667,Trash/Pollution,Street/Sidewalk,2,3
22668,Noise,Residential Building/House,5,6
22669,Traffic,Store/Commercial,1,2
22670,Traffic,Store/Commercial,1,2
22671,Safety,Street/Sidewalk,7,8
22672,House,Residential Building/House,0,1
22673,Traffic,Street/Sidewalk,1,2
22674,Safety,Street/Sidewalk,7,8
22675,Noise,House of Worship,3,4
22676,Noise,Street/Sidewalk,6,7
22677,Traffic,Residential Building/House,0,1
22678,Traffic,Street/Sidewalk,1,2
22679,Trash/Pollution,Residential Building/House,0,1
22680,Trash/Pollution,Street/Sidewalk,2,3
22681,Commercial,Street/Sidewalk,1,2
22682,Trash/Pollution,Street/Sidewalk,2,3
22683,Trash/Pollution,Street/Sidewalk,2,3
22686,Trash/Pollution,Street/Sidewalk,2,3
22687,Noise,Residential Building/House,5,6
22688,Traffic,Street/Sidewalk,1,2
22689,Trash/Pollution,Street/Sidewalk,2,3
22690,Trash/Pollution,Street/Sidewalk,2,3
22691,Safety,Street/Sidewalk,7,8
22692,Trash/Pollution,Street/Sidewalk,2,3
22693,Commercial,Street/Sidewalk,1,2
22694,Animals,Street/Sidewalk,1,2
22695,Trash/Pollution,Street/Sidewalk,2,3
22696,Trash/Pollution,Street/Sidewalk,2,3
22697,Trash/Pollution,Street/Sidewalk,2,3
22698,Traffic,Street/Sidewalk,1,2
22699,Trash/Pollution,Street/Sidewalk,2,3
22700,Traffic,Residential Building/House,0,1
22701,Animals,Street/Sidewalk,1,2
22702,Trash/Pollution,Street/Sidewalk,2,3
22703,Trash/Pollution,Street/Sidewalk,2,3
22704,Traffic,Street/Sidewalk,1,2
22705,Animals,Residential Building/House,4,5
22706,Trash/Pollution,Street/Sidewalk,2,3
22707,Traffic,Street/Sidewalk,1,2
22708,Trash/Pollution,Street/Sidewalk,2,3
22709,Trash/Pollution,Street/Sidewalk,2,3
22710,Trash/Pollution,Street/Sidewalk,2,3
22711,Trash/Pollution,Street/Sidewalk,2,3
22712,Trash/Pollution,Street/Sidewalk,2,3
22713,Trash/Pollution,Street/Sidewalk,2,3
22714,Traffic,Residential Building/House,0,1
22715,Trash/Pollution,Street/Sidewalk,2,3
22716,Other,Street/Sidewalk,1,2
22717,Trash/Pollution,Street/Sidewalk,2,3
22718,Animals,Residential Building/House,4,5
22719,Trash/Pollution,Street/Sidewalk,2,3
22720,Trash/Pollution,Street/Sidewalk,2,3
22721,Trash/Pollution,Street/Sidewalk,2,3
22722,Trash/Pollution,Street/Sidewalk,2,3
22723,Safety,Street/Sidewalk,7,8
22724,Trash/Pollution,Street/Sidewalk,2,3
22726,Trash/Pollution,Street/Sidewalk,2,3
22727,Noise,Street/Sidewalk,6,7
22728,Animals,Residential Building/House,4,5
22729,Traffic,Street/Sidewalk,1,2
22730,Animals,Residential Building/House,4,5
22731,Traffic,Street/Sidewalk,1,2
22732,Other,Store/Commercial,3,4
22733,Traffic,Street/Sidewalk,1,2
22734,Animals,Residential Building/House,4,5
22735,Traffic,Street/Sidewalk,1,2
22736,Animals,Other,4,5
22737,Traffic,Street/Sidewalk,1,2
22739,Safety,Street/Sidewalk,7,8
22743,Animals,Residential Building/House,4,5
22744,Animals,Residential Building/House,4,5
22745,Animals,Residential Building/House,4,5
22746,House,Residential Building/House,0,1
22747,House,Residential Building/House,0,1
22748,House,Residential Building/House,0,1
22749,House,Residential Building/House,0,1
22750,House,Residential Building/House,0,1
22751,House,Residential Building/House,0,1
22752,House,Residential Building/House,0,1
22753,Safety,Residential Building/House,0,1
22754,House,Residential Building/House,0,1
22755,Animals,Residential Building/House,4,5
22756,House,Residential Building/House,0,1
22757,Animals,Residential Building/House,4,5
22758,House,Residential Building/House,0,1
22759,House,Residential Building/House,0,1
22760,Safety,Residential Building/House,0,1
22761,Animals,Residential Building/House,4,5
22762,House,Residential Building/House,0,1
22763,House,Residential Building/House,0,1
22764,House,Residential Building/House,0,1
22765,House,Residential Building/House,0,1
22766,Trash/Pollution,Residential Building/House,0,1
22767,House,Residential Building/House,0,1
22768,House,Residential Building/House,0,1
22769,Trash/Pollution,Residential Building/House,0,1
22770,House,Residential Building/House,0,1
22771,House,Residential Building/House,0,1
22772,House,Residential Building/House,0,1
22773,House,Residential Building/House,0,1
22774,House,Residential Building/House,0,1
22775,Trash/Pollution,Residential Building/House,0,1
22776,Other,Residential Building/House,0,1
22777,House,Residential Building/House,0,1
22778,House,Residential Building/House,0,1
22779,House,Residential Building/House,0,1
22780,House,Residential Building/House,0,1
22782,Traffic,Street/Sidewalk,1,2
22783,Animals,Residential Building/House,4,5
22784,Animals,Residential Building/House,4,5
22785,Traffic,Residential Building/House,0,1
22786,Animals,Residential Building/House,4,5
22787,Animals,Residential Building/House,4,5
22788,Animals,Residential Building/House,4,5
22789,Animals,Residential Building/House,4,5
22790,Animals,Residential Building/House,4,5
22791,Safety,Residential Building/House,0,1
22792,Safety,Residential Building/House,0,1
22793,Animals,Residential Building/House,4,5
22794,Trash/Pollution,Residential Building/House,0,1
22795,Animals,Residential Building/House,4,5
22796,Energy,Residential Building/House,0,1
22797,Traffic,Street/Sidewalk,1,2
22798,Animals,Other,4,5
22799,Animals,Residential Building/House,4,5
22800,Noise,Street/Sidewalk,6,7
22801,House,Residential Building/House,0,1
22802,Safety,Residential Building/House,0,1
22803,Traffic,Street/Sidewalk,1,2
22804,House,Street/Sidewalk,0,1
22805,Trash/Pollution,Residential Building/House,0,1
22806,Traffic,Street/Sidewalk,1,2
22807,Noise,Residential Building/House,5,6
22808,Traffic,Street/Sidewalk,1,2
22809,Noise,Residential Building/House,5,6
22810,Traffic,Street/Sidewalk,1,2
22811,Commercial,Street/Sidewalk,1,2
22812,Traffic,Street/Sidewalk,1,2
22813,Traffic,Street/Sidewalk,1,2
22814,House,Residential Building/House,0,1
22815,House,Residential Building/House,0,1
22816,Animals,Residential Building/House,4,5
22817,House,Residential Building/House,0,1
22818,House,Residential Building/House,0,1
22819,House,Residential Building/House,0,1
22820,House,Residential Building/House,0,1
22821,House,Residential Building/House,0,1
22822,Safety,Residential Building/House,0,1
22823,Traffic,Street/Sidewalk,1,2
22824,Other,Street/Sidewalk,1,2
22825,Traffic,Street/Sidewalk,1,2
22826,Traffic,Street/Sidewalk,1,2
22827,Traffic,Street/Sidewalk,1,2
22828,Noise,Street/Sidewalk,6,7
22829,Safety,Street/Sidewalk,7,8
22830,Safety,Park,7,8
22831,Noise,Street/Sidewalk,6,7
22832,Trash/Pollution,Street/Sidewalk,2,3
22833,Personal Issue,Street/Sidewalk,1,2
22834,Other,Street/Sidewalk,1,2
22835,Trash/Pollution,Street/Sidewalk,2,3
22836,Other,Street/Sidewalk,1,2
22837,Noise,Street/Sidewalk,6,7
22838,Trash/Pollution,Street/Sidewalk,2,3
22839,Traffic,Street/Sidewalk,1,2
22841,Trash/Pollution,Street/Sidewalk,2,3
22842,Trash/Pollution,Street/Sidewalk,2,3
22843,Trash/Pollution,Street/Sidewalk,2,3
22844,Trash/Pollution,Street/Sidewalk,2,3
22845,Trash/Pollution,Street/Sidewalk,2,3
22846,Safety,Street/Sidewalk,7,8
22847,Traffic,Street/Sidewalk,1,2
22848,Trash/Pollution,Street/Sidewalk,2,3
22849,Trash/Pollution,Street/Sidewalk,2,3
22850,Other,Street/Sidewalk,1,2
22851,Other,Street/Sidewalk,1,2
22852,Other,Street/Sidewalk,1,2
22853,Other,Street/Sidewalk,1,2
22854,Trash/Pollution,Street/Sidewalk,2,3
22855,Trash/Pollution,Street/Sidewalk,2,3
22858,Trash/Pollution,Street/Sidewalk,2,3
22859,Safety,Street/Sidewalk,7,8
22860,Trash/Pollution,Street/Sidewalk,2,3
22861,Commercial,Taxi,0,1
22862,Safety,Street/Sidewalk,7,8
22863,Traffic,Street/Sidewalk,1,2
22864,Energy,Street/Sidewalk,1,2
22865,Energy,Street/Sidewalk,1,2
22866,Energy,Street/Sidewalk,1,2
22867,Energy,Street/Sidewalk,1,2
22868,Traffic,Street/Sidewalk,1,2
22869,Safety,Street/Sidewalk,7,8
22870,Safety,Street/Sidewalk,7,8
22871,Trash/Pollution,Other,2,3
22872,Noise,Residential Building/House,5,6
22873,Trash/Pollution,Street/Sidewalk,2,3
22874,Trash/Pollution,Street/Sidewalk,2,3
22875,Trash/Pollution,Street/Sidewalk,2,3
22876,Trash/Pollution,Street/Sidewalk,2,3
22877,Trash/Pollution,Street/Sidewalk,2,3
22878,Commercial,Taxi,0,1
22879,House,Residential Building/House,0,1
22880,Trash/Pollution,Residential Building/House,0,1
22881,House,Residential Building/House,0,1
22882,House,Residential Building/House,0,1
22883,House,Residential Building/House,0,1
22884,House,Residential Building/House,0,1
22885,House,Residential Building/House,0,1
22886,House,Residential Building/House,0,1
22887,Traffic,Street/Sidewalk,1,2
22888,Trash/Pollution,Street/Sidewalk,2,3
22889,Trash/Pollution,Street/Sidewalk,2,3
22890,Trash/Pollution,Street/Sidewalk,2,3
22891,Trash/Pollution,Street/Sidewalk,2,3
22892,Traffic,Street/Sidewalk,1,2
22893,Traffic,Street/Sidewalk,1,2
22894,Noise,Street/Sidewalk,6,7
22895,Safety,Residential Building/House,0,1
22896,Trash/Pollution,Residential Building/House,0,1
22897,Safety,Residential Building/House,0,1
22898,Energy,Residential Building/House,0,1
22899,House,Residential Building/House,0,1
22900,Safety,Street/Sidewalk,7,8
22901,Energy,Street/Sidewalk,1,2
22902,Traffic,Street/Sidewalk,1,2
22903,Safety,Street/Sidewalk,7,8
22904,Traffic,Street/Sidewalk,1,2
22905,Safety,Street/Sidewalk,7,8
22906,Traffic,Street/Sidewalk,1,2
22907,Noise,Street/Sidewalk,6,7
22908,Safety,Street/Sidewalk,7,8
22909,Safety,Street/Sidewalk,7,8
22910,Traffic,Street/Sidewalk,1,2
22911,Traffic,Street/Sidewalk,1,2
22912,Traffic,Street/Sidewalk,1,2
22913,Noise,Residential Building/House,5,6
22916,Noise,Street/Sidewalk,6,7
22917,Traffic,Street/Sidewalk,1,2
22918,Traffic,Street/Sidewalk,1,2
22919,Noise,Street/Sidewalk,6,7
22920,Noise,Street/Sidewalk,6,7
22921,Noise,Street/Sidewalk,6,7
22922,Noise,Street/Sidewalk,6,7
22923,Traffic,Street/Sidewalk,1,2
22924,House,Street/Sidewalk,0,1
22925,Safety,Street/Sidewalk,7,8
22926,Noise,Street/Sidewalk,6,7
22927,Traffic,Street/Sidewalk,1,2
22928,Noise,Street/Sidewalk,6,7
22929,Personal Issue,Street/Sidewalk,1,2
22930,House,Residential Building/House,0,1
22931,Energy,Residential Building/House,0,1
22932,House,Residential Building/House,0,1
22933,Energy,Residential Building/House,0,1
22934,Safety,Residential Building/House,0,1
22935,Safety,Residential Building/House,0,1
22936,Traffic,Residential Building/House,0,1
22937,Noise,Street/Sidewalk,6,7
22938,Noise,Street/Sidewalk,6,7
22939,Traffic,Street/Sidewalk,1,2
22940,Trash/Pollution,Street/Sidewalk,2,3
22941,House,Street/Sidewalk,0,1
22942,Personal Issue,Residential Building/House,0,1
22943,Noise,Street/Sidewalk,6,7
22944,Traffic,Residential Building/House,0,1
22945,Traffic,Street/Sidewalk,1,2
22946,Traffic,Street/Sidewalk,1,2
22947,Traffic,Street/Sidewalk,1,2
22948,Personal Issue,Street/Sidewalk,1,2
22949,Noise,Street/Sidewalk,6,7
22950,Personal Issue,Street/Sidewalk,1,2
22951,Personal Issue,Street/Sidewalk,1,2
22952,Noise,Street/Sidewalk,6,7
22953,Noise,Street/Sidewalk,6,7
22954,Noise,Street/Sidewalk,6,7
22955,Noise,Street/Sidewalk,6,7
22956,Noise,Street/Sidewalk,6,7
22957,Noise,Street/Sidewalk,6,7
22958,Noise,Street/Sidewalk,6,7
22959,Noise,Store/Commercial,3,4
22960,Traffic,Street/Sidewalk,1,2
22961,Noise,Store/Commercial,3,4
22962,Noise,Residential Building/House,5,6
22963,Noise,Street/Sidewalk,6,7
22965,Noise,Street/Sidewalk,6,7
22966,Safety,Street/Sidewalk,7,8
22967,Noise,Store/Commercial,3,4
22968,Other,Residential Building/House,0,1
22969,Traffic,Street/Sidewalk,1,2
22970,Safety,Residential Building/House,0,1
22971,Trash/Pollution,Residential Building/House,0,1
22972,Safety,Residential Building/House,0,1
22973,Traffic,Residential Building/House,0,1
22974,Noise,Residential Building/House,5,6
22975,Energy,Street/Sidewalk,1,2
22976,Other,Street/Sidewalk,1,2
22977,Noise,Residential Building/House,5,6
22978,Other,Residential Building/House,0,1
22979,Traffic,Street/Sidewalk,1,2
22980,Safety,Street/Sidewalk,7,8
22981,Traffic,Street/Sidewalk,1,2
22983,Traffic,Street/Sidewalk,1,2
22984,Noise,Street/Sidewalk,6,7
22985,Energy,Residential Building/House,0,1
22986,Other,Residential Building/House,0,1
22987,Traffic,Residential Building/House,0,1
22988,Safety,Street/Sidewalk,7,8
22989,Traffic,Street/Sidewalk,1,2
22990,Safety,Street/Sidewalk,7,8
22991,Traffic,Street/Sidewalk,1,2
22992,Traffic,Residential Building/House,0,1
22993,Noise,Store/Commercial,3,4
22994,Traffic,Street/Sidewalk,1,2
22996,Traffic,Street/Sidewalk,1,2
22997,Traffic,Street/Sidewalk,1,2
22998,Traffic,Street/Sidewalk,1,2
22999,Safety,Street/Sidewalk,7,8
23000,Energy,Street/Sidewalk,1,2
23001,Traffic,Residential Building/House,0,1
23005,Noise,Store/Commercial,3,4
23006,Other,Residential Building/House,0,1
23007,Noise,Street/Sidewalk,6,7
23008,House,Residential Building/House,0,1
23009,House,Residential Building/House,0,1
23010,Noise,Residential Building/House,5,6
23011,Noise,Residential Building/House,5,6
23012,Traffic,Street/Sidewalk,1,2
23013,Noise,Store/Commercial,3,4
23014,Noise,Street/Sidewalk,6,7
23015,Noise,Residential Building/House,5,6
23017,Traffic,Street/Sidewalk,1,2
23018,Noise,Store/Commercial,3,4
23019,Traffic,Street/Sidewalk,1,2
23020,Noise,Street/Sidewalk,6,7
23021,House,Street/Sidewalk,0,1
23022,Traffic,Street/Sidewalk,1,2
23023,Traffic,Residential Building/House,0,1
23024,Traffic,Residential Building/House,0,1
23025,Traffic,Residential Building/House,0,1
23026,Noise,Residential Building/House,5,6
23027,Noise,Street/Sidewalk,6,7
23029,Personal Issue,Store/Commercial,3,4
23030,Noise,Street/Sidewalk,6,7
23031,Noise,Residential Building/House,5,6
23032,Noise,Street/Sidewalk,6,7
23033,Noise,Residential Building/House,5,6
23034,Noise,Street/Sidewalk,6,7
23035,Traffic,Street/Sidewalk,1,2
23036,Traffic,Street/Sidewalk,1,2
23037,Noise,Residential Building/House,5,6
23038,Noise,Residential Building/House,5,6
23039,House,Residential Building/House,0,1
23040,Noise,Residential Building/House,5,6
23041,Noise,Street/Sidewalk,6,7
23042,House,Residential Building/House,0,1
23043,House,Residential Building/House,0,1
23044,House,Residential Building/House,0,1
23045,House,Residential Building/House,0,1
23046,House,Residential Building/House,0,1
23047,Noise,Street/Sidewalk,6,7
23048,Noise,Store/Commercial,3,4
23049,Noise,Residential Building/House,5,6
23050,Noise,Residential Building/House,5,6
23051,Noise,Street/Sidewalk,6,7
23052,Noise,Store/Commercial,3,4
23053,Noise,Residential Building/House,5,6
23054,Noise,Street/Sidewalk,6,7
23055,Traffic,Street/Sidewalk,1,2
23056,Noise,Residential Building/House,5,6
23057,Noise,Store/Commercial,3,4
23058,Noise,Street/Sidewalk,6,7
23059,Noise,Store/Commercial,3,4
23060,Animals,Residential Building/House,4,5
23061,Animals,Residential Building/House,4,5
23062,Animals,Residential Building/House,4,5
23063,Animals,Residential Building/House,4,5
23064,House,Residential Building/House,0,1
23065,Animals,Residential Building/House,4,5
23066,House,Residential Building/House,0,1
23067,Animals,Residential Building/House,4,5
23068,House,Residential Building/House,0,1
23069,House,Residential Building/House,0,1
23070,Animals,Residential Building/House,4,5
23071,House,Residential Building/House,0,1
23072,House,Residential Building/House,0,1
23073,House,Residential Building/House,0,1
23074,House,Residential Building/House,0,1
23075,House,Residential Building/House,0,1
23076,Animals,Residential Building/House,4,5
23077,Personal Issue,Residential Building/House,0,1
23078,Trash/Pollution,Residential Building/House,0,1
23079,House,Residential Building/House,0,1
23080,Animals,Residential Building/House,4,5
23081,Traffic,Residential Building/House,0,1
23082,Energy,Residential Building/House,0,1
23083,Energy,Residential Building/House,0,1
23084,House,Residential Building/House,0,1
23085,Safety,Residential Building/House,0,1
23086,House,Residential Building/House,0,1
23087,House,Residential Building/House,0,1
23088,Safety,Residential Building/House,0,1
23089,Animals,Residential Building/House,4,5
23090,House,Residential Building/House,0,1
23091,House,Residential Building/House,0,1
23092,House,Residential Building/House,0,1
23093,House,Residential Building/House,0,1
23094,House,Residential Building/House,0,1
23095,Animals,Residential Building/House,4,5
23096,House,Residential Building/House,0,1
23097,Animals,Residential Building/House,4,5
23098,House,Residential Building/House,0,1
23099,Safety,Residential Building/House,0,1
23100,Trash/Pollution,Residential Building/House,0,1
23101,House,Residential Building/House,0,1
23102,Safety,Residential Building/House,0,1
23103,House,Residential Building/House,0,1
23104,Energy,Residential Building/House,0,1
23105,Animals,Residential Building/House,4,5
23106,Animals,Residential Building/House,4,5
23107,Safety,Residential Building/House,0,1
23108,Animals,Residential Building/House,4,5
23109,House,Residential Building/House,0,1
23110,House,Residential Building/House,0,1
23111,House,Residential Building/House,0,1
23112,House,Residential Building/House,0,1
23113,Trash/Pollution,Residential Building/House,0,1
23114,House,Residential Building/House,0,1
23115,Noise,Street/Sidewalk,6,7
23117,Noise,Street/Sidewalk,6,7
23118,Noise,Street/Sidewalk,6,7
23119,Noise,Street/Sidewalk,6,7
23120,Traffic,Residential Building/House,0,1
23121,Noise,Store/Commercial,3,4
23122,Noise,Store/Commercial,3,4
23123,Noise,Store/Commercial,3,4
23124,Traffic,Residential Building/House,0,1
23125,Noise,Street/Sidewalk,6,7
23126,Noise,Residential Building/House,5,6
23127,Noise,Street/Sidewalk,6,7
23128,House,Residential Building/House,0,1
23129,Energy,Residential Building/House,0,1
23130,House,Residential Building/House,0,1
23131,House,Residential Building/House,0,1
23132,House,Residential Building/House,0,1
23133,Energy,Residential Building/House,0,1
23134,Noise,Street/Sidewalk,6,7
23135,Traffic,Residential Building/House,0,1
23137,Personal Issue,Street/Sidewalk,1,2
23138,Noise,Residential Building/House,5,6
23139,Noise,Residential Building/House,5,6
23140,Noise,Street/Sidewalk,6,7
23141,Noise,Street/Sidewalk,6,7
23142,Noise,Residential Building/House,5,6
23143,Noise,Street/Sidewalk,6,7
23144,Noise,Street/Sidewalk,6,7
23145,Noise,Street/Sidewalk,6,7
23146,Noise,Street/Sidewalk,6,7
23147,Traffic,Residential Building/House,0,1
23149,Traffic,Street/Sidewalk,1,2
23150,Noise,Street/Sidewalk,6,7
23151,Traffic,Street/Sidewalk,1,2
23152,Noise,Street/Sidewalk,6,7
23153,Noise,Residential Building/House,5,6
23154,Traffic,Street/Sidewalk,1,2
23155,Noise,Store/Commercial,3,4
23156,Personal Issue,Street/Sidewalk,1,2
23157,Other,Street/Sidewalk,1,2
23158,Noise,Street/Sidewalk,6,7
23159,Noise,Street/Sidewalk,6,7
23160,House,Street/Sidewalk,0,1
23161,Noise,Street/Sidewalk,6,7
23162,Trash/Pollution,Street/Sidewalk,2,3
23163,Noise,Residential Building/House,5,6
23164,Traffic,Street/Sidewalk,1,2
23165,House,Street/Sidewalk,0,1
23168,Traffic,Street/Sidewalk,1,2
23169,Noise,Residential Building/House,5,6
23170,Safety,Street/Sidewalk,7,8
23171,Traffic,Street/Sidewalk,1,2
23172,Safety,Street/Sidewalk,7,8
23173,Energy,Street/Sidewalk,1,2
23174,Noise,Store/Commercial,3,4
23175,Noise,Store/Commercial,3,4
23176,Traffic,Street/Sidewalk,1,2
23177,Noise,Street/Sidewalk,6,7
23178,Traffic,Street/Sidewalk,1,2
23179,Noise,Street/Sidewalk,6,7
23180,Traffic,Residential Building/House,0,1
23182,Traffic,Residential Building/House,0,1
23183,Noise,Residential Building/House,5,6
23184,Noise,Store/Commercial,3,4
23185,Noise,Street/Sidewalk,6,7
23186,Noise,Street/Sidewalk,6,7
23187,Noise,Street/Sidewalk,6,7
23188,Noise,Street/Sidewalk,6,7
23189,Noise,Store/Commercial,3,4
23190,Traffic,Street/Sidewalk,1,2
23191,Noise,Residential Building/House,5,6
23192,Noise,Residential Building/House,5,6
23194,Noise,Store/Commercial,3,4
23195,Noise,Store/Commercial,3,4
23196,Noise,Store/Commercial,3,4
23197,Noise,Store/Commercial,3,4
23198,Noise,Residential Building/House,5,6
23199,Noise,Street/Sidewalk,6,7
23200,Noise,Residential Building/House,5,6
23201,Noise,Store/Commercial,3,4
23202,Noise,Street/Sidewalk,6,7
23203,Noise,Street/Sidewalk,6,7
23205,Safety,Street/Sidewalk,7,8
23206,Noise,Street/Sidewalk,6,7
23207,Noise,Street/Sidewalk,6,7
23208,Noise,Residential Building/House,5,6
23209,Noise,Residential Building/House,5,6
23210,Noise,Store/Commercial,3,4
23211,Noise,Store/Commercial,3,4
23212,Traffic,Residential Building/House,0,1
23213,Noise,Residential Building/House,5,6
23214,Noise,Residential Building/House,5,6
23215,Noise,Street/Sidewalk,6,7
23216,Noise,Street/Sidewalk,6,7
23217,Noise,Residential Building/House,5,6
23218,Traffic,Street/Sidewalk,1,2
23219,Noise,Store/Commercial,3,4
23220,Traffic,Street/Sidewalk,1,2
23221,Traffic,Street/Sidewalk,1,2
23222,Noise,Residential Building/House,5,6
23223,Traffic,Residential Building/House,0,1
23225,Energy,Street/Sidewalk,1,2
23226,Traffic,Street/Sidewalk,1,2
23227,Energy,Street/Sidewalk,1,2
23228,Traffic,Street/Sidewalk,1,2
23229,Traffic,Street/Sidewalk,1,2
23230,Traffic,Residential Building/House,0,1
23231,Noise,Street/Sidewalk,6,7
23232,Noise,Residential Building/House,5,6
23233,Traffic,Street/Sidewalk,1,2
23234,Noise,Residential Building/House,5,6
23235,Traffic,Residential Building/House,0,1
23236,Noise,Residential Building/House,5,6
23237,Noise,Street/Sidewalk,6,7
23238,Noise,Street/Sidewalk,6,7
23239,Noise,Residential Building/House,5,6
23240,Noise,Street/Sidewalk,6,7
23241,Noise,Residential Building/House,5,6
23242,Noise,Store/Commercial,3,4
23243,Traffic,Residential Building/House,0,1
23262,Traffic,Street/Sidewalk,1,2
23263,Noise,Store/Commercial,3,4
23264,Noise,Store/Commercial,3,4
23265,House,Street/Sidewalk,0,1
23266,Noise,Residential Building/House,5,6
23267,Noise,Residential Building/House,5,6
23268,Noise,Residential Building/House,5,6
23269,Noise,Street/Sidewalk,6,7
23270,Noise,Street/Sidewalk,6,7
23271,Noise,Street/Sidewalk,6,7
23272,Noise,Residential Building/House,5,6
23273,Noise,Residential Building/House,5,6
23274,Noise,Residential Building/House,5,6
23275,Noise,Street/Sidewalk,6,7
23276,Noise,Street/Sidewalk,6,7
23277,Noise,Store/Commercial,3,4
23278,Noise,Store/Commercial,3,4
23279,Noise,Store/Commercial,3,4
23280,Noise,Store/Commercial,3,4
23281,Noise,Street/Sidewalk,6,7
23282,Noise,Store/Commercial,3,4
23283,Noise,Street/Sidewalk,6,7
23284,House,Residential Building/House,0,1
23285,Safety,Residential Building/House,0,1
23286,Safety,Street/Sidewalk,7,8
23287,Noise,Street/Sidewalk,6,7
23288,Noise,Street/Sidewalk,6,7
23289,Noise,Residential Building/House,5,6
23290,Noise,Residential Building/House,5,6
23292,Traffic,Street/Sidewalk,1,2
23293,Noise,Street/Sidewalk,6,7
23294,Noise,Residential Building/House,5,6
23295,Noise,Street/Sidewalk,6,7
23296,Noise,Street/Sidewalk,6,7
23297,Noise,Store/Commercial,3,4
23298,Noise,Store/Commercial,3,4
23300,Noise,Residential Building/House,5,6
23301,Traffic,Street/Sidewalk,1,2
23302,Noise,Street/Sidewalk,6,7
23303,Noise,Store/Commercial,3,4
23304,Noise,Residential Building/House,5,6
23305,Noise,Residential Building/House,5,6
23306,Noise,Store/Commercial,3,4
23307,Noise,Store/Commercial,3,4
23308,Noise,Residential Building/House,5,6
23309,Noise,Residential Building/House,5,6
23312,Noise,Residential Building/House,5,6
23313,Noise,Residential Building/House,5,6
23314,Personal Issue,Street/Sidewalk,1,2
23315,Noise,Residential Building/House,5,6
23316,Noise,Street/Sidewalk,6,7
23317,Noise,Store/Commercial,3,4
23318,Noise,Residential Building/House,5,6
23319,Noise,Residential Building/House,5,6
23320,Noise,Street/Sidewalk,6,7
23321,Noise,Residential Building/House,5,6
23322,Traffic,Store/Commercial,1,2
23323,Noise,Store/Commercial,3,4
23324,Noise,Residential Building/House,5,6
23325,Noise,Residential Building/House,5,6
23326,Noise,Street/Sidewalk,6,7
23327,Safety,Street/Sidewalk,7,8
23328,Safety,Street/Sidewalk,7,8
23329,Traffic,Residential Building/House,0,1
23330,Noise,Residential Building/House,5,6
23331,Noise,Residential Building/House,5,6
23332,Noise,Store/Commercial,3,4
23333,Noise,Residential Building/House,5,6
23334,Noise,Street/Sidewalk,6,7
23336,Noise,Street/Sidewalk,6,7
23337,Energy,Street/Sidewalk,1,2
23338,Noise,Street/Sidewalk,6,7
23339,Personal Issue,Residential Building/House,0,1
23340,Energy,Street/Sidewalk,1,2
23341,Noise,Street/Sidewalk,6,7
23343,Noise,Store/Commercial,3,4
23344,Traffic,Street/Sidewalk,1,2
23345,Traffic,Street/Sidewalk,1,2
23346,Personal Issue,Street/Sidewalk,1,2
23347,Safety,Street/Sidewalk,7,8
23351,Traffic,Residential Building/House,0,1
23352,Noise,Store/Commercial,3,4
23353,Trash/Pollution,Residential Building/House,0,1
23354,Animals,Residential Building/House,4,5
23355,Noise,Store/Commercial,3,4
23356,Noise,Street/Sidewalk,6,7
23359,Noise,Residential Building/House,5,6
23360,Noise,Residential Building/House,5,6
23361,Traffic,Residential Building/House,0,1
23362,Other,Residential Building/House,0,1
23367,Noise,Street/Sidewalk,6,7
23368,Traffic,Street/Sidewalk,1,2
23369,Traffic,Residential Building/House,0,1
23370,Traffic,Residential Building/House,0,1
23371,Noise,Residential Building/House,5,6
23372,Noise,Store/Commercial,3,4
23373,Traffic,Residential Building/House,0,1
23374,Traffic,Residential Building/House,0,1
23375,Noise,Street/Sidewalk,6,7
23378,Noise,Street/Sidewalk,6,7
23380,Noise,Street/Sidewalk,6,7
23382,Noise,Street/Sidewalk,6,7
23383,Noise,Street/Sidewalk,6,7
23384,Personal Issue,Street/Sidewalk,1,2
23385,Noise,Residential Building/House,5,6
23386,Traffic,Residential Building/House,0,1
23412,Traffic,Street/Sidewalk,1,2
23421,Trash/Pollution,Street/Sidewalk,2,3
23422,Personal Issue,Street/Sidewalk,1,2
23423,Personal Issue,Street/Sidewalk,1,2
23424,Noise,Street/Sidewalk,6,7
23425,Noise,Street/Sidewalk,6,7
23426,Trash/Pollution,Street/Sidewalk,2,3
23427,Trash/Pollution,Street/Sidewalk,2,3
23428,Other,Street/Sidewalk,1,2
23429,Trash/Pollution,Street/Sidewalk,2,3
23430,Commercial,Street/Sidewalk,1,2
23431,Trash/Pollution,Street/Sidewalk,2,3
23432,Safety,Street/Sidewalk,7,8
23433,Trash/Pollution,Street/Sidewalk,2,3
23434,Safety,Street/Sidewalk,7,8
23435,Trash/Pollution,Street/Sidewalk,2,3
23436,Trash/Pollution,Street/Sidewalk,2,3
23437,Trash/Pollution,Street/Sidewalk,2,3
23438,Safety,Street/Sidewalk,7,8
23439,Other,Street/Sidewalk,1,2
23440,Noise,Street/Sidewalk,6,7
